Query,,Precision,,,Recall,,,F-Measure,,,Average Precision,,,NDCG,,,Latency,
,@10,@20,@50,@10,@20,@50,@10,@20,@50,@10,@20,@50,@10,@20,@50,@10,@20,@50
1,0.7,0.8,0.74,0.010752688172043012,0.02457757296466974,0.05683563748079877,0.021180030257186084,0.04769001490312965,0.10556348074179743,0.7035714285714285,0.7460605777628805,0.7795718593678064,0.45343403736416005,0.4688300279370153,0.5680647872863078,0.006891012191772461,0.006789684295654297,0.006859779357910156
2,1.0,1.0,0.84,0.01838235294117647,0.03676470588235294,0.07720588235294118,0.03610108303249098,0.07092198581560283,0.1414141414141414,1.0,1.0,0.9622249512801013,0.38685280723454163,0.3426071593918307,0.42060837577001203,0.014918327331542969,0.015259981155395508,0.015423297882080078
3,0.9,0.8,0.78,0.01347305389221557,0.023952095808383235,0.058383233532934134,0.026548672566371685,0.04651162790697675,0.10863509749303621,0.9765432098765433,0.9336196370493972,0.8779462835415618,0.4513997833584274,0.46323056202667184,0.5498770925674199,0.009517192840576172,0.009738445281982422,0.01111602783203125
4,0.6,0.45,0.36,0.012048192771084338,0.018072289156626505,0.03614457831325301,0.023622047244094488,0.03474903474903475,0.06569343065693431,0.9444444444444445,0.8122275385433281,0.633830727715326,0.43067655807339306,0.43067655807339306,0.2980568324178277,0.006772279739379883,0.006814479827880859,0.007819414138793945
5,0.6,0.6,0.4,0.010033444816053512,0.020066889632107024,0.033444816053511704,0.019736842105263157,0.03883495145631068,0.06172839506172839,0.9583333333333334,0.7876963099679818,0.6687634707274113,0.6666666666666666,0.5375380791117934,0.5220304257505987,0.008086681365966797,0.008320093154907227,0.009377479553222656
6,0.7,0.65,0.6,0.01338432122370937,0.0248565965583174,0.05736137667304015,0.02626641651031895,0.04788213627992633,0.10471204188481675,0.8444444444444443,0.7846920738889065,0.6922950876532039,0.8320131521993808,0.8178058616569117,0.7884934343707494,0.016592741012573242,0.0147247314453125,0.01585221290588379
7,0.8,0.8,0.66,0.014109347442680775,0.02821869488536155,0.0582010582010582,0.027729636048526865,0.054514480408858604,0.10696920583468394,0.8338789682539682,0.8315945852178439,0.7860879603226335,0.5135507294731864,0.5206309205535675,0.5165383873174675,0.011379003524780273,0.00998544692993164,0.011797904968261719
8,0.7,0.5,0.34,0.011945392491467578,0.017064846416382253,0.02901023890784983,0.023489932885906045,0.033003300330033,0.053459119496855355,0.7857142857142857,0.7322222222222222,0.6296048190133867,0.5317309468254161,0.5317309468254161,0.5317309468254161,0.011429309844970703,0.010070085525512695,0.011139631271362305
9,0.8,0.7,0.52,0.014311270125223614,0.025044722719141325,0.046511627906976744,0.0281195079086116,0.048359240069084625,0.08538587848932676,0.9861111111111112,0.8757508573298046,0.7547074419253614,0.9203032077642922,0.9203032077642922,0.8024109130711903,0.006387948989868164,0.005506038665771484,0.007792472839355469
10,0.8,0.85,0.58,0.03361344537815126,0.07142857142857142,0.12184873949579832,0.06451612903225806,0.1317829457364341,0.2013888888888889,0.8951388888888888,0.8778569591035446,0.8114783741910844,0.8899560090315474,0.8722426533213734,0.8586090103810899,0.013630151748657227,0.008181095123291016,0.008859872817993164
11,0.5,0.3,0.18,0.008771929824561403,0.010526315789473684,0.015789473684210527,0.017241379310344827,0.02033898305084746,0.029032258064516134,0.835,0.7791666666666667,0.5866440568475453,0,0,0,0.009134054183959961,0.007773876190185547,0.0088958740234375
12,1.0,0.85,0.8,0.01984126984126984,0.03373015873015873,0.07936507936507936,0.038910505836575876,0.0648854961832061,0.1444043321299639,1.0,0.9903478419231471,0.9022810973799796,0.814063428522047,0.8133519546546387,0.8236072011337752,0.006536006927490234,0.0056304931640625,0.005846738815307617
13,0.8,0.55,0.38,0.011188811188811189,0.015384615384615385,0.026573426573426574,0.022068965517241378,0.029931972789115652,0.04967320261437908,0.7885912698412698,0.7422077922077922,0.6309097716577747,0.5734748572373558,0.5177525209657543,0.5278138052219886,0.008660078048706055,0.007210493087768555,0.007709980010986328
14,0.9,0.7,0.36,0.018072289156626505,0.028112449799196786,0.03614457831325301,0.03543307086614173,0.05405405405405405,0.06569343065693431,0.9626543209876544,0.9359228190110543,0.8730194279213888,0.6262047929273815,0.6158283777875908,0.6158283777875908,0.005917787551879883,0.0053026676177978516,0.006275653839111328
15,0.9,0.8,0.64,0.010804321728691477,0.01920768307322929,0.03841536614645858,0.021352313167259787,0.03751465416178194,0.072480181200453,0.9282627865961199,0.9144518256940857,0.8346884430718401,0,0,0.19342640361727081,0.007480144500732422,0.0063762664794921875,0.006654500961303711
16,1.0,0.9,0.64,0.014727540500736377,0.026509572901325478,0.047128129602356406,0.02902757619738752,0.051502145922746774,0.08779149519890261,1.0,0.9970760233918128,0.8819030067835167,0.8637656884247635,0.8497837187381849,0.6199477636952132,0.009434223175048828,0.009084224700927734,0.010464191436767578
17,1.0,1.0,0.82,0.02493765586034913,0.04987531172069826,0.10224438902743142,0.04866180048661801,0.09501187648456057,0.18181818181818182,1.0,1.0,0.9589030326388924,0.8993453438380608,0.8616026633361306,0.8374296353453371,0.0128936767578125,0.01110529899597168,0.011651039123535156
18,0.8,0.85,0.74,0.0213903743315508,0.045454545454545456,0.09893048128342247,0.041666666666666664,0.08629441624365483,0.17452830188679247,1.0,0.9159086193961447,0.854328332009444,0.773837876037823,0.7737255570901099,0.7352131026740967,0.010101079940795898,0.009267330169677734,0.010664224624633789
19,0.8,0.8,0.58,0.015037593984962405,0.03007518796992481,0.05451127819548872,0.02952029520295203,0.057971014492753624,0.09965635738831613,0.9861111111111112,0.9023491458983914,0.8317125239344201,0.5088912804029996,0.40206750435911887,0.4291224466191443,0.006524324417114258,0.0058596134185791016,0.006589651107788086
20,0.9,0.9,0.82,0.02313624678663239,0.04627249357326478,0.10539845758354756,0.04511278195488722,0.08801955990220049,0.18678815489749429,0.8782627865961198,0.9021236252853898,0.8815286581630696,0.5,0.4013369545043065,0.45935865982629637,0.0075113773345947266,0.0066661834716796875,0.007229328155517578
21,0.9,0.8,0.58,0.0162748643761302,0.028933092224231464,0.05244122965641953,0.03197158081705151,0.05584642233856893,0.09618573797678276,1.0,0.9553861160769055,0.8267087942600173,0.8935058922748581,0.8571609337818002,0.8125211606069743,0.00795435905456543,0.007122993469238281,0.008120298385620117
22,0.9,0.7,0.66,0.021686746987951807,0.033734939759036145,0.07951807228915662,0.042352941176470586,0.06436781609195402,0.14193548387096774,0.8412257495590829,0.8170340572126288,0.7391583137527845,0.6439595722980943,0.6008973574005809,0.5969937418461,0.008334636688232422,0.007585763931274414,0.00797891616821289
23,0.7,0.65,0.64,0.017811704834605598,0.03307888040712468,0.08142493638676845,0.034739454094292806,0.06295399515738498,0.14446952595936796,1.0,0.8516304684439954,0.7354267383861064,0.7153382790366966,0.6696637063698152,0.566337762137238,0.005904197692871094,0.0055255889892578125,0.0065610408782958984
24,0.9,0.75,0.62,0.021739130434782608,0.036231884057971016,0.0748792270531401,0.04245283018867925,0.06912442396313365,0.1336206896551724,1.0,0.9600141963299857,0.82964374387198,0.7565617881655944,0.7565617881655944,0.708081330572824,0.005605936050415039,0.00555109977722168,0.006471395492553711
25,0.8,0.75,0.62,0.012944983818770227,0.024271844660194174,0.05016181229773463,0.02547770700636943,0.04702194357366771,0.09281437125748503,0.9206845238095237,0.8443514237167485,0.7724087782855741,0,0,0.21236464160350757,0.005688905715942383,0.005598783493041992,0.006063938140869141
26,0.7,0.65,0.58,0.013358778625954198,0.02480916030534351,0.05534351145038168,0.02621722846441947,0.04779411764705883,0.10104529616724739,0.9478458049886621,0.8427861479897678,0.7049531377942723,0.9114262360344824,0.8749527423409654,0.8096977373639996,0.009022712707519531,0.009180068969726562,0.010840415954589844
27,1.0,0.95,0.76,0.022727272727272728,0.04318181818181818,0.08636363636363636,0.044444444444444446,0.08260869565217392,0.1551020408163265,1.0,0.9852889124255425,0.9226520554608385,0.8751799334250168,0.8625468824607624,0.855142072558881,0.006321907043457031,0.0057048797607421875,0.006257057189941406
28,0.8,0.45,0.26,0.03619909502262444,0.04072398190045249,0.058823529411764705,0.06926406926406928,0.07468879668049792,0.0959409594095941,0.9526289682539681,0.9237043820377152,0.7346613763419783,0.9720351436605491,0.967945601456898,0.967945601456898,0.005898952484130859,0.005466461181640625,0.0066602230072021484
29,0.9,0.8,0.8,0.02142857142857143,0.0380952380952381,0.09523809523809523,0.04186046511627907,0.07272727272727274,0.1702127659574468,1.0,0.9424984281069807,0.8653582705758014,0.959462436773464,0.8477628718655892,0.801810266128916,0.00867462158203125,0.007154941558837891,0.00785517692565918
30,0.9,0.9,0.5,0.027777777777777776,0.05555555555555555,0.07716049382716049,0.05389221556886227,0.10465116279069767,0.1336898395721925,0.8782627865961198,0.8993620918221021,0.8592643119335769,0.6606127705818248,0.6245439737393915,0.6210655729351485,0.006136178970336914,0.005254983901977539,0.0063724517822265625
31,1.0,0.8,0.7,0.01620745542949757,0.02593192868719611,0.05672609400324149,0.03189792663476874,0.05023547880690738,0.10494752623688157,1.0,0.9431913116123644,0.8537984335502923,0.3333333333333333,0.3333333333333333,0.2923255281746064,0.013380289077758789,0.011582612991333008,0.014302968978881836
32,0.9,0.9,0.88,0.015384615384615385,0.03076923076923077,0.07521367521367521,0.03025210084033613,0.05950413223140496,0.13858267716535436,0.9626543209876544,0.9252463700348118,0.8982734693233128,0,0,0,0.006677389144897461,0.00577545166015625,0.006114959716796875
33,1.0,0.9,0.7,0.023094688221709007,0.04157043879907621,0.08083140877598152,0.04514672686230249,0.07947019867549669,0.14492753623188406,1.0,0.9652812035745472,0.8907559311539979,0.5,0.358895911607778,0.3282501904402508,0.01061391830444336,0.009406089782714844,0.011101484298706055
34,0.6,0.5,0.4,0.01694915254237288,0.02824858757062147,0.05649717514124294,0.03296703296703297,0.05347593582887701,0.09900990099009901,0.8833333333333333,0.7795337995337996,0.6218833481932465,0,0,0,0.006491184234619141,0.005731344223022461,0.006038188934326172
35,0.9,0.7,0.54,0.030716723549488054,0.04778156996587031,0.09215017064846416,0.0594059405940594,0.08945686900958466,0.1574344023323615,0.8782627865961198,0.8373271238319889,0.7499472016629786,0.3715299971712819,0.3715299971712819,0.3715299971712819,0.009292364120483398,0.007974863052368164,0.009406566619873047
36,1.0,0.95,0.74,0.035842293906810034,0.06810035842293907,0.13261648745519714,0.06920415224913495,0.12709030100334448,0.22492401215805471,1.0,0.9780207419994774,0.9299285917964153,0.9676821040321036,0.9635601135322205,0.9449849062372186,0.005444526672363281,0.004822731018066406,0.005267143249511719
37,1.0,1.0,0.66,0.02824858757062147,0.05649717514124294,0.09322033898305085,0.054945054945054944,0.10695187165775402,0.16336633663366337,1.0,1.0,0.9433390307771787,0.976772714614509,0.9282472664169767,0.9110095122603826,0.007151603698730469,0.006229400634765625,0.0067768096923828125
38,0.1,0.4,0.32,0.0045871559633027525,0.03669724770642202,0.07339449541284404,0.008771929824561403,0.06722689075630252,0.11940298507462688,0.1,0.2924315461370415,0.34112470672745443,0.3010299956639812,0.2924149050420651,0.28864070718774437,0.0075168609619140625,0.006895303726196289,0.007979631423950195
39,1.0,0.85,0.5,0.10416666666666667,0.17708333333333334,0.2604166666666667,0.18867924528301885,0.29310344827586204,0.3424657534246575,1.0,0.9866713713349117,0.9126709349643126,0.987165846326877,0.966283343253546,0.9460794026125277,0.002298593521118164,0.0019855499267578125,0.0021619796752929688
40,1.0,0.9,0.88,0.02493765586034913,0.04488778054862843,0.10972568578553615,0.04866180048661801,0.08551068883610452,0.1951219512195122,1.0,0.9489697145914895,0.9309669573887984,0.6154322354635421,0.6279261519630598,0.6347900453343374,0.007860183715820312,0.006731748580932617,0.007173061370849609
41,0.1,0.05,0.02,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.03125,0.02702702702702703,0.01923076923076923,1.0,1.0,1.0,0,0,0,0.0009341239929199219,0.0008153915405273438,0.001331329345703125
42,0.7,0.75,0.5,0.11864406779661017,0.2542372881355932,0.423728813559322,0.20289855072463767,0.37974683544303794,0.4587155963302752,0.7758503401360545,0.7492729183441258,0.738905103806599,0,0,0,0.0012285709381103516,0.0008406639099121094,0.0014340877532958984
43,0.6,0.4,0.16,0.13333333333333333,0.17777777777777778,0.17777777777777778,0.2181818181818182,0.24615384615384614,0.16842105263157894,0.9055555555555554,0.8420454545454545,0.8420454545454545,0,0,0,0.0016264915466308594,0.0013856887817382812,0.0015015602111816406
44,0.6,0.6,0.42,0.046875,0.09375,0.1640625,0.08695652173913043,0.16216216216216214,0.23595505617977533,0.625925925925926,0.6096766591251885,0.5529280386482628,0.7044991359539935,0.6842412557768305,0.6884014405792855,0.011449337005615234,0.010314464569091797,0.01221609115600586
45,0.8,0.55,0.36,0.10810810810810811,0.14864864864864866,0.24324324324324326,0.19047619047619047,0.23404255319148937,0.2903225806451613,0.975,0.9034011443102353,0.7261767583663009,0.9671652767558079,0.932990959598074,0.9039371089855683,0.012160062789916992,0.011279106140136719,0.013559103012084961
46,0.7,0.7,0.54,0.08860759493670886,0.17721518987341772,0.34177215189873417,0.15730337078651685,0.2828282828282828,0.41860465116279066,0.5661564625850339,0.6614299216189972,0.6611247640271534,0.5912352048230277,0.5558786023337444,0.5308747223912637,0.005835771560668945,0.0053708553314208984,0.0056307315826416016
47,0.5,0.35,0.28,0.10416666666666667,0.14583333333333334,0.2916666666666667,0.1724137931034483,0.20588235294117646,0.2857142857142857,0.7342857142857143,0.6275415429329626,0.4771526242075777,0.7872053444159526,0.7518248449889524,0.734971226042843,0.0044591426849365234,0.0037724971771240234,0.004953861236572266
48,0.6,0.55,0.42,0.15384615384615385,0.28205128205128205,0.5384615384615384,0.2448979591836735,0.3728813559322034,0.4719101123595505,0.4973544973544974,0.5666271859453679,0.5271839792168403,0.7247524593368418,0.7408985529945814,0.6623687472069213,0.005655765533447266,0.00599980354309082,0.005994081497192383
49,0.7,0.55,0.4,0.038461538461538464,0.06043956043956044,0.10989010989010989,0.07291666666666667,0.1089108910891089,0.1724137931034483,0.7947278911564626,0.7271259442312075,0.6227788185342371,0.31546487678572877,0.28743598891040556,0.278086721752747,0.005562305450439453,0.0055730342864990234,0.005846261978149414
50,0.5,0.45,0.4,0.025,0.045,0.1,0.047619047619047616,0.08181818181818182,0.16000000000000003,0.8333333333333333,0.7001068376068376,0.5502695917871063,0,0,0.18300054679491629,0.010310173034667969,0.01026606559753418,0.011829137802124023
mean,0.7800000000000001,0.701,0.5524,0.033352128905110176,0.05829701929436008,0.10661431821537809,0.06067648836212117,0.09870075682461757,0.15526606530570913,0.8876030076845555,0.8505446427206713,0.771878371709724,0.56335035484618,0.5399708462520472,0.5349875658412236,0.007495760917663574,0.006760716438293457,0.007469654083251953
